"subnum","year","placeval","ravens","wiat","woodcock","arith","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance","mental.rot"
19,1,0,0.916666667,0.15625,0.302325581,0.104166667,NA,0,5.8,0,"control",2.54,3.96,0.36,63,74,57,57,81,86,87,232,0.541666666666667
19,2,0.727272727,0.708333333,0.28125,0.325581395,0.25,0.25,0,5.8,0,"control",2.67,3.17,0.29,58,80,68,68,72,68,85,238,0.4375
19,3,1,0.375,0.5,0.488372093,0.375,0.328571429,0,5.8,0,"control",3.21,5.62,0.13,83,80,67,66,61,76,80,234,0.3125
190,0,0.272727273,0.666666667,0.15625,0.162790698,0.145833333,NA,1,7,1,"abacus",2.71,4.46,0.21,88,94,93,70,89,88,79,249,0.614583333333333
190,1,0.818181818,0.833333333,0.21875,0.279069767,0.104166667,NA,1,7,1,"abacus",3.21,3.25,0.1,88,90,97,69,82,90,86,229,0.510416666666667
190,2,0.636363636,1,0.5,0.465116279,0.354166667,0.25,1,7,1,"abacus",4.38,2.54,0.15,80,75,82,76,68,80,84,236,0.458333333333333
190,3,1,0.791666667,0.46875,0.488372093,0.5625,0.464285714,1,7,1,"abacus",4.83,5.08,0.11,91,79,76,76,75,86,80,232,0.708333333333333
192,0,0.363636364,0.5,0.09375,0.209302326,0.125,NA,0,7,0,"control",3.04,2.67,0.18,62,90,61,86,91,86,80,248,0.21875
192,1,0.090909091,0.583333333,0.09375,0.255813953,0.145833333,NA,0,7,0,"control",2.67,3.67,0.11,88,88,97,65,86,86,86,231,0.302083333333333
192,2,0.545454545,0.666666667,0.375,0.465116279,0.104166667,0.378571429,0,7,0,"control",3.42,3.21,0.09,84,73,77,76,76,79,94,234,0.604166666666667
192,3,0.6,0.875,0.5,0.511627907,0.5625,0.521428571,0,7,0,"control",3.79,3.79,0.1,73,80,66,82,65,88,86,230,0.833333333333333
193,0,0.181818182,0.75,0.09375,0.279069767,0.104166667,NA,1,8.1,0,"abacus",2.29,1.54,0.17,63,81,78,74,84,86,85,231,0.40625
193,1,0.454545455,0.916666667,0.1875,0.279069767,0.104166667,NA,1,8.1,0,"abacus",3.88,3.38,0.1,77,82,77,66,80,86,85,207,0.6875
193,2,1,0.875,0.25,0.325581395,0.208333333,0.214285714,1,8.1,0,"abacus",3.96,4.58,0.12,73,51,66,73,75,80,86,225,0.760416666666667
193,3,1,0.791666667,0.375,0.441860465,0.333333333,0.292857143,1,8.1,0,"abacus",4.71,3.96,0.09,84,69,74,64,77,86,82,202,0.78125
194,0,0.181818182,0.583333333,0.0625,0.186046512,0.0625,NA,1,6,0,"abacus",2.42,1.62,0.46,73,83,85,82,89,86,75,246,NA
194,1,0,0.166666667,0.15625,0.348837209,0.208333333,NA,1,6,0,"abacus",4.21,3.88,0.18,93,83,98,58,78,86,84,233,0.229166666666667
194,2,0.181818182,0.208333333,0.3125,0.418604651,0.333333333,0.357142857,1,6,0,"abacus",4.33,4.08,0.09,85,72,81,71,80,82,80,237,0.28125
194,3,0.3,0.458333333,0.375,0.511627907,0.4375,0.514285714,1,6,0,"abacus",5.29,4.33,0.11,84,69,72,62,62,88,81,236,0.4375
195,0,0.272727273,0.083333333,0.25,0.302325581,0.291666667,NA,1,6.7,1,"abacus",3.38,3.75,0.13,87,96,94,86,88,92,81,240,-0.197916666666667
195,1,0.818181818,0.083333333,0.34375,0.418604651,0.375,NA,1,6.7,1,"abacus",4.62,3.46,0.1,98,94,99,68,76,88,87,221,0.229166666666667
195,2,1,0.583333333,0.5625,0.488372093,0.520833333,0.557142857,1,6.7,1,"abacus",4.88,3.33,0.15,92,90,90,70,74,82,78,233,0.114583333333333
195,3,1,0.625,0.65625,0.604651163,0.666666667,0.685714286,1,6.7,1,"abacus",3.88,4.25,0.07,88,84,81,84,74,86,86,228,0.5625
196,0,0.363636364,0.333333333,0.03125,0.302325581,0.0625,NA,0,6,0,"control",3.71,1.25,0.58,97,97,100,78,88,86,76,248,0.104166666666667
196,1,1,0.666666667,0.1875,0.348837209,0.25,NA,0,6,0,"control",4.33,4.12,0.16,97,98,100,83,81,82,87,235,0.25
196,2,0.909090909,0.666666667,0.4375,0.418604651,0.375,0.3,0,6,0,"control",4.92,3.12,0.12,93,93,97,82,73,79,82,240,0.3125
196,3,1,0.791666667,0.53125,0.534883721,0.5625,0.507142857,0,6,0,"control",4.58,3.25,0.1,92,90,94,78,64,82,81,219,0.625
198,0,NA,0.166666667,0.09375,0.11627907,0.104166667,NA,0,5.8,0,"control",1.96,1.25,0.35,60,69,78,74,90,84,75,243,0.322916666666667
198,1,0.090909091,0.166666667,0.21875,0.325581395,0.125,NA,0,5.8,0,"control",2.12,3.12,0.27,60,69,73,50,85,86,86,231,0.28125
198,2,0.545454545,0.541666667,0.4375,0.348837209,0.25,0.364285714,0,5.8,0,"control",3.33,3.42,0.22,41,56,37,63,68,78,82,236,0.416666666666667
198,3,0.8,0.208333333,0.46875,0.465116279,0.395833333,0.385714286,0,5.8,0,"control",2.42,4.33,0.16,52,59,35,66,60,76,82,236,0.635416666666667
199,0,0.090909091,0.583333333,0.09375,0.23255814,0.25,NA,0,7.5,0,"control",3.21,1.92,0.47,63,84,81,58,91,86,74,246,0.25
199,1,0,0.583333333,0.21875,0.348837209,0.208333333,NA,0,7.5,0,"control",3.38,5.62,0.14,48,71,61,66,80,86,86,217,0.53125
199,2,0.636363636,0.375,NA,NA,NA,0.257142857,0,7.5,0,"control",5.25,5.42,0.1,34,63,25,72,73,81,87,219,NA
199,3,0.8,0.625,0.40625,0.465116279,0.458333333,0.514285714,0,7.5,0,"control",4.04,5.83,0.11,46,70,37,40,62,86,81,226,0.666666666666667
20,0,0.363636364,0.666666667,0.125,0.23255814,0.104166667,NA,1,6.5,0,"abacus",3.08,3.46,0.16,73,88,76,72,89,84,76,245,0.40625
20,1,0.181818182,0.916666667,0.1875,0.372093023,0.1875,NA,1,6.5,0,"abacus",3.83,4.04,0.09,85,88,85,67,81,90,85,240,0.458333333333333
20,2,0.636363636,0.833333333,0.3125,0.465116279,0.291666667,0.407142857,1,6.5,0,"abacus",5.54,4.75,0.12,75,83,71,75,72,77,83,242,0.541666666666667
20,3,1,0.75,0.46875,0.488372093,0.541666667,0.471428571,1,6.5,0,"abacus",3.75,4.21,0.08,78,85,59,78,67,86,79,238,0.552083333333333
200,0,0.181818182,0.666666667,0.0625,0.186046512,0.166666667,NA,1,7.1,0,"abacus",1.29,1.12,NA,56,71,63,64,88,90,80,246,-0.0625
200,1,0.090909091,0.583333333,0.15625,0.279069767,0.083333333,NA,1,7.1,0,"abacus",2.88,4,0.14,56,62,70,66,81,60,87,229,0.479166666666667
200,2,0.545454545,0.416666667,0.34375,0.372093023,0.229166667,0.192857143,1,7.1,0,"abacus",2.08,5.67,0.16,36,54,46,71,84,79,84,241,0.583333333333333
200,3,0.2,0.333333333,0.53125,0.488372093,0.3125,0.228571429,1,7.1,0,"abacus",1.75,2.38,0.51,59,60,47,64,67,82,78,233,0.5
201,0,0.363636364,0.083333333,NA,0.255813953,NA,NA,0,7,0,"control",2.67,2.54,0.29,75,87,80,82,89,88,76,242,0.0625
201,1,0.272727273,NA,0.28125,0.325581395,0.208333333,NA,0,7,0,"control",3.25,3.21,0.11,81,86,91,51,79,90,89,236,0.291666666666667
201,2,0.727272727,0.708333333,0.28125,0.418604651,0.375,0.407142857,0,7,0,"control",4.38,3.29,0.16,63,69,86,70,72,82,89,239,0.270833333333333
201,3,0.9,0.416666667,0.5625,0.511627907,0.5625,0.557142857,0,7,0,"control",3.92,5.04,0.09,71,85,63,68,63,92,84,231,0.4375
202,0,0.181818182,0.5,0.125,0.209302326,0.104166667,NA,1,6.6,1,"abacus",2.08,1.38,0.14,82,90,85,80,91,90,81,250,0.239583333333333
202,1,0.181818182,0.666666667,0.1875,0.372093023,0.145833333,NA,1,6.6,1,"abacus",3.17,3.88,0.1,90,84,95,79,81,92,86,237,0.322916666666667
202,2,0.363636364,0.75,0.375,0.418604651,0.270833333,0.278571429,1,6.6,1,"abacus",4.75,2.67,0.2,74,69,81,78,81,83,85,241,0.4375
202,3,0.5,0.416666667,0.4375,0.418604651,0.354166667,0.414285714,1,6.6,1,"abacus",2.42,6,0.12,83,68,68,80,81,90,83,234,0.510416666666667
203,0,0.090909091,NA,0.125,0.186046512,0.083333333,NA,1,7,0,"abacus",1.25,1.21,NA,81,84,88,86,91,86,76,247,0.0833333333333333
203,1,0,0.166666667,0.28125,0.325581395,0.083333333,NA,1,7,0,"abacus",3.58,2.75,0.12,86,89,92,75,84,82,85,236,0.395833333333333
203,2,0.545454545,0.458333333,0.46875,0.488372093,0.375,0.442857143,1,7,0,"abacus",4.88,4.04,0.13,79,87,92,77,75,77,86,241,0.46875
203,3,0.9,0.541666667,0.46875,0.511627907,0.479166667,0.442857143,1,7,0,"abacus",5,3,0.13,86,87,79,66,65,86,81,234,0.5625
204,0,0.363636364,0.583333333,0.09375,0.186046512,0.0625,NA,1,6.5,0,"abacus",3.83,3.92,0.39,94,99,99,96,90,86,80,241,0.354166666666667
204,1,0.727272727,0.833333333,0.34375,0.348837209,0.1875,NA,1,6.5,0,"abacus",3.96,3,0.15,90,86,93,83,84,90,88,230,0.541666666666667
204,2,1,0.666666667,0.4375,0.325581395,0.3125,0.378571429,1,6.5,0,"abacus",3.62,3.08,0.13,80,85,74,66,77,80,86,238,0.552083333333333
204,3,1,0.458333333,0.46875,0.534883721,0.4375,0.485714286,1,6.5,0,"abacus",4.67,3.58,0.16,78,83,62,76,72,84,79,238,0.5
205,0,0.272727273,0.5,0.09375,0.11627907,0.083333333,NA,1,5.7,0,"abacus",1.54,2.25,0.56,68,79,84,68,89,84,76,242,0.1875
205,1,0,0.5,0.3125,0.302325581,0.104166667,NA,1,5.7,0,"abacus",3.96,3.92,0.2,76,69,78,49,76,85,86,232,0.385416666666667
205,2,0.181818182,0.458333333,0.34375,0.325581395,0.3125,0.335714286,1,5.7,0,"abacus",3.71,4.5,0.01,54,52,68,55,70,79,85,240,0.427083333333333
205,3,0.6,0.416666667,0.40625,0.418604651,0.395833333,0.364285714,1,5.7,0,"abacus",2.71,3.17,0.14,63,58,42,64,64,86,86,232,0.614583333333333
206,0,0,0.166666667,0.15625,0.255813953,0.166666667,NA,1,6.8,0,"abacus",3.58,3.12,0.52,58,79,73,84,89,86,79,243,0.15625
206,1,0.090909091,0.5,0.1875,0.348837209,0.145833333,NA,1,6.8,0,"abacus",4.42,4.17,0.15,73,69,77,35,79,86,87,206,-0.104166666666667
206,2,0.272727273,0.458333333,0.375,0.348837209,0.333333333,0.2,1,6.8,0,"abacus",4.46,4.5,0.1,47,62,47,75,73,75,87,235,0.0625
206,3,0.6,0.291666667,0.34375,0.348837209,0.375,0.342857143,1,6.8,0,"abacus",3.75,3.42,0.09,53,50,41,68,60,86,82,238,0.25
207,0,0.454545455,0.083333333,0.125,0.279069767,0.270833333,NA,1,6.8,0,"abacus",3.58,3.08,0.32,88,98,97,86,90,84,85,244,0.479166666666667
207,1,0.818181818,0.75,0.375,0.348837209,0.458333333,NA,1,6.8,0,"abacus",3.79,3.67,0.12,96,97,96,86,87,88,89,229,0.479166666666667
207,2,0.909090909,0.666666667,0.5,0.465116279,0.583333333,0.6,1,6.8,0,"abacus",4.5,5.12,0.11,93,88,91,74,78,78,87,235,0.416666666666667
207,3,0.8,0.416666667,0.5625,0.581395349,0.6875,0.735714286,1,6.8,0,"abacus",3.96,4,0.16,91,89,76,74,80,82,80,230,0.416666666666667
208,0,0.090909091,0.166666667,0.15625,0.186046512,0.125,NA,0,6.8,1,"control",1.83,3.5,0.22,65,79,76,80,84,90,80,244,0.270833333333333
208,1,0,0.25,0.1875,0.255813953,0.125,NA,0,6.8,1,"control",2.17,3.71,0.2,59,69,69,67,91,92,86,223,0.447916666666667
208,2,0.909090909,0.708333333,0.375,0.372093023,0.229166667,0.385714286,0,6.8,1,"control",2.17,4.71,0.09,41,51,33,74,87,75,86,221,0.5
208,3,0.1,0.458333333,0.34375,0.395348837,0.375,0.507142857,0,6.8,1,"control",3.58,4.17,0.1,53,55,33,62,70,88,80,232,0.645833333333333
209,0,0.545454545,0.833333333,0.09375,0.186046512,0.125,NA,1,6.8,0,"abacus",3.08,3.29,0.22,NA,NA,NA,NA,NA,NA,NA,NA,0.395833333333333
209,1,1,0.416666667,0.28125,0.348837209,0.354166667,NA,1,6.8,0,"abacus",4.5,3.88,0.12,75,86,86,53,77,86,85,235,0.552083333333333
209,2,0.909090909,0.958333333,0.46875,0.465116279,0.375,0.314285714,1,6.8,0,"abacus",4.96,4.75,0.11,63,85,60,72,65,80,84,236,0.645833333333333
209,3,1,0.708333333,0.5625,0.418604651,0.458333333,0.364285714,1,6.8,0,"abacus",4.29,4.58,0.08,69,88,62,76,78,84,85,237,0.729166666666667
21,0,0.272727273,0.666666667,0.125,0.23255814,0.25,NA,1,6.4,0,"abacus",2.83,4.5,0.26,85,90,90,76,87,88,81,244,0.25
21,1,0.454545455,0.583333333,0.375,0.325581395,0.354166667,NA,1,6.4,0,"abacus",2.83,4.62,0.1,89,96,92,78,79,88,89,240,0.25
21,2,1,0.583333333,0.5625,0.441860465,0.583333333,0.542857143,1,6.4,0,"abacus",3.46,4.62,0.22,80,79,82,71,77,78,87,243,0.5625
21,3,1,0.166666667,0.5,0.488372093,0.729166667,0.585714286,1,6.4,0,"abacus",4.5,4.62,0.08,82,80,67,80,64,88,80,238,0.4375
210,0,0.545454545,0.666666667,0.03125,0.186046512,0.104166667,NA,0,5.7,0,"control",2.88,1.58,0.57,NA,NA,NA,NA,NA,NA,NA,NA,0.458333333333333
210,1,0.636363636,0.75,0.25,0.302325581,0.125,NA,0,5.7,0,"control",3.25,3.5,0.13,39,67,60,46,77,86,89,226,0.59375
210,2,0.909090909,0.791666667,0.375,0.395348837,0.375,0.3,0,5.7,0,"control",7.17,3.08,0.13,34,67,43,64,72,77,79,237,0.552083333333333
210,3,0.9,0.75,0.21875,0.395348837,0.354166667,0.385714286,0,5.7,0,"control",4.12,3.79,0.13,39,63,34,60,56,84,81,229,0.645833333333333
211,0,0.272727273,0.333333333,0.15625,0.279069767,0.25,NA,0,NA,NA,"control",4.79,3.21,0.32,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333
211,1,0.181818182,0.5,0.34375,0.441860465,0.25,NA,0,NA,NA,"control",4.62,2.92,0.28,92,89,98,72,79,86,88,237,0.166666666666667
211,2,0.363636364,0.375,0.375,0.418604651,0.354166667,0.385714286,0,NA,NA,"control",4.83,3.33,0.32,84,83,82,74,75,77,82,242,0.322916666666667
211,3,0.5,0.75,0.5625,0.465116279,0.4375,0.457142857,0,NA,NA,"control",3.92,4.04,0.12,87,74,87,62,64,84,79,239,0.354166666666667
212,0,0.363636364,0.583333333,0.1875,0.302325581,0.145833333,NA,0,NA,NA,"control",3,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375
212,1,0.181818182,0.166666667,0.3125,0.23255814,0.145833333,NA,0,NA,NA,"control",2.92,4.62,0.12,85,92,96,62,81,86,87,227,0.229166666666667
212,2,0.545454545,0.5,0.4375,0.395348837,0.270833333,0.507142857,0,NA,NA,"control",4.67,3.54,0.13,70,74,69,73,72,80,88,244,0.145833333333333
212,3,0.5,0.708333333,0.625,0.511627907,0.604166667,0.592857143,0,NA,NA,"control",3.67,5.96,0.1,74,71,60,80,73,88,81,235,0.520833333333333
213,0,0.363636364,0.083333333,0.125,0.23255814,0.125,NA,0,NA,NA,"control",1.25,1.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.354166666666667
213,1,0,0.333333333,0.15625,0.255813953,0.104166667,NA,0,NA,NA,"control",2.29,1.75,0.18,69,69,79,59,77,82,88,232,0.40625
213,2,0.090909091,0.458333333,0.25,0.348837209,0.166666667,0.192857143,0,NA,NA,"control",2.75,3.92,0.1,46,61,54,74,70,79,92,234,0.270833333333333
213,3,0.1,0.333333333,0.28125,0.372093023,0.1875,0.05,0,NA,NA,"control",3.21,5.33,0.1,41,59,35,70,68,78,81,238,0.385416666666667
215,0,NA,0.25,0.09375,0.186046512,0.145833333,NA,0,NA,NA,"control",3,2.38,0.29,NA,NA,NA,NA,NA,NA,NA,NA,0.1875
215,1,0.090909091,0.583333333,0.125,0.255813953,0.166666667,NA,0,NA,NA,"control",2.46,1.92,0.21,66,80,74,64,85,90,85,209,0.25
215,2,0.181818182,0.458333333,0.1875,0.302325581,0.020833333,0.121428571,0,NA,NA,"control",3.67,NA,0.15,61,59,69,72,70,78,78,208,0.416666666666667
215,3,0.8,0.625,0.40625,0.418604651,0.1875,0.078571429,0,NA,NA,"control",4,3.58,0.16,82,73,56,76,74,90,85,233,0.666666666666667
22,0,0.363636364,0.583333333,0.09375,0.302325581,0.145833333,NA,0,5.8,1,"control",2.92,3,0.45,87,91,94,66,91,92,75,249,0.197916666666667
22,1,0.181818182,0.5,0.1875,0.348837209,0.229166667,NA,0,5.8,1,"control",3.29,3.04,0.12,85,89,96,65,84,92,89,210,0.208333333333333
22,2,0.545454545,0.708333333,0.4375,0.465116279,NA,0.442857143,0,5.8,1,"control",3.38,5.04,0.14,82,80,84,80,69,84,86,234,0.520833333333333
22,3,0.9,0.625,0.625,0.511627907,0.354166667,0.45,0,5.8,1,"control",4.67,4.12,0.13,82,88,75,62,73,88,84,212,0.729166666666667
23,0,0.454545455,NA,0.09375,0.11627907,0.083333333,NA,1,6.9,0,"abacus",4.04,4.25,0.29,76,92,89,78,87,84,75,246,0.291666666666667
23,1,0,0.25,0.1875,0.255813953,0.166666667,NA,1,6.9,0,"abacus",1.62,3.21,0.15,73,82,73,59,80,82,86,234,0.135416666666667
23,2,0.090909091,0.166666667,0.15625,0.325581395,0.1875,0.214285714,1,6.9,0,"abacus",2.88,4.83,0.12,34,63,39,64,66,70,74,225,0.208333333333333
23,3,0.8,0.333333333,0.34375,0.465116279,0.3125,0.371428571,1,6.9,0,"abacus",3.54,4.25,0.09,33,57,33,64,63,82,85,210,0.5625
24,0,0.363636364,0.666666667,0.15625,0.279069767,0.166666667,NA,1,6.9,1,"abacus",3.46,4.38,0.15,96,99,98,90,90,92,85,245,0.583333333333333
24,1,0.363636364,0.583333333,0.21875,0.325581395,0.229166667,NA,1,6.9,1,"abacus",3.21,4.5,0.08,98,96,99,88,84,92,86,217,0.5
24,2,1,0.708333333,0.5,0.465116279,0.333333333,0.45,1,6.9,1,"abacus",3,3.5,0.23,86,90,89,83,74,85,77,219,0.645833333333333
24,3,1,0.708333333,0.5625,0.581395349,0.416666667,0.528571429,1,6.9,1,"abacus",6.62,4.62,0.13,85,87,66,42,70,88,85,198,0.458333333333333
25,0,0,0.5,0.21875,0.255813953,0.083333333,NA,1,6.6,1,"abacus",4.21,2.58,0.65,80,88,90,72,91,88,75,242,0.28125
25,1,0.181818182,0.583333333,0.25,0.302325581,0.104166667,NA,1,6.6,1,"abacus",3.83,2.38,0.15,96,92,100,80,83,88,85,240,0.395833333333333
25,2,0.181818182,0.791666667,0.40625,0.441860465,0.333333333,0.421428571,1,6.6,1,"abacus",4.17,3.88,0.1,81,67,82,86,79,81,78,230,0.3125
25,3,1,0.583333333,0.59375,0.488372093,0.604166667,0.471428571,1,6.6,1,"abacus",3.92,3.79,0.11,89,89,82,76,88,84,85,234,0.604166666666667
26,0,0.636363636,0.666666667,0.25,0.325581395,0.291666667,NA,0,7.7,0,"control",3.96,4.62,0.15,88,97,97,86,89,86,76,248,0.53125
26,1,0.909090909,0.916666667,0.40625,0.372093023,0.4375,NA,0,7.7,0,"control",2.58,3.5,0.14,96,92,98,67,81,88,86,227,0.65625
26,2,0.818181818,0.833333333,0.46875,0.465116279,0.479166667,0.528571429,0,7.7,0,"control",4.17,4.38,0.1,87,92,90,78,70,77,80,227,0.604166666666667
26,3,0.9,0.791666667,0.65625,0.627906977,0.5,0.592857143,0,7.7,0,"control",3.96,3.71,0.09,86,89,72,44,63,84,91,218,0.864583333333333
27,0,0.181818182,0.083333333,0.0625,0.139534884,0.020833333,NA,0,6.3,1,"control",2.58,1.54,0.52,57,76,75,72,91,86,76,213,0.0833333333333333
27,1,0,0.083333333,0.15625,0.255813953,0.083333333,NA,0,6.3,1,"control",3.42,3.42,0.1,60,73,71,35,85,82,88,228,0.0520833333333333
27,2,0.181818182,0.041666667,0.34375,0.372093023,0.229166667,0.257142857,0,6.3,1,"control",4.25,3.96,0.07,61,59,66,74,79,76,90,229,0.291666666666667
27,3,0.3,0.166666667,0.625,0.302325581,0.395833333,0.407142857,0,6.3,1,"control",5.54,4.46,0.13,60,66,49,64,71,88,80,220,0.520833333333333
28,0,0,0.166666667,NA,0.186046512,0.083333333,NA,1,6.8,1,"abacus",1.58,1.46,0.41,71,89,78,84,91,90,74,245,0.322916666666667
28,1,0,0.166666667,0.1875,0.302325581,0.083333333,NA,1,6.8,1,"abacus",3.88,2.71,0.19,72,81,85,52,82,86,87,237,0.354166666666667
28,2,0.363636364,0.5,0.375,0.279069767,0.166666667,0.307142857,1,6.8,1,"abacus",4.5,5.25,0.15,53,63,51,73,74,76,83,239,0.322916666666667
28,3,0.1,0.5,0.4375,0.465116279,0.291666667,0.4,1,6.8,1,"abacus",4.5,4.38,0.17,70,57,55,64,69,86,80,238,0.458333333333333
29,0,0.181818182,0.583333333,0.0625,0.186046512,0.104166667,NA,0,6.1,0,"control",2.71,2.17,0.47,41,74,58,62,88,88,80,231,0.270833333333333
29,1,0,0.166666667,0.25,0.302325581,0.166666667,NA,0,6.1,0,"control",3.58,3.25,0.2,76,74,89,73,79,90,87,229,0.166666666666667
29,2,0.363636364,0.458333333,0.34375,0.348837209,0.270833333,0.2,0,6.1,0,"control",3.83,3.54,0.11,68,45,74,72,74,77,86,233,0.1875
29,3,0.8,0.375,0.40625,0.302325581,0.291666667,0.4,0,6.1,0,"control",4.12,4.67,0.12,76,58,50,82,65,88,81,231,0.333333333333333
30,0,0.181818182,NA,0.15625,0.279069767,0.104166667,NA,0,6.5,0,"control",2.21,4.21,NA,77,92,88,82,90,86,79,243,0.5
30,1,0.181818182,0.833333333,0.21875,0.302325581,0.270833333,NA,0,6.5,0,"control",3.5,3.83,0.21,92,90,99,79,84,88,85,234,0.645833333333333
30,2,0.818181818,0.791666667,0.40625,0.465116279,0.354166667,0.442857143,0,6.5,0,"control",2.83,3.58,0.19,85,75,92,77,75,76,85,238,0.572916666666667
30,3,1,0.583333333,0.59375,0.558139535,0.395833333,0.485714286,0,6.5,0,"control",3.33,4.38,0.16,89,82,80,82,63,88,80,232,0.458333333333333
33,0,0.454545455,0.583333333,NA,0.279069767,0.291666667,NA,1,6.9,1,"abacus",4,4.38,0.47,90,93,97,66,89,90,80,239,0.229166666666667
33,1,0.454545455,0.5,0.28125,0.348837209,0.083333333,NA,1,6.9,1,"abacus",5.46,3.71,0.13,87,81,86,71,84,88,89,189,0.208333333333333
33,2,1,0.541666667,0.3125,0.418604651,0.354166667,0.342857143,1,6.9,1,"abacus",4.75,3.92,0.14,94,83,90,75,73,72,56,210,0.625
33,3,1,0.625,0.46875,0.418604651,0.458333333,0.464285714,1,6.9,1,"abacus",4.29,5.38,0.21,90,83,86,76,70,86,78,230,0.479166666666667
34,0,0.454545455,0.75,0.1875,0.209302326,0.270833333,NA,0,5.8,1,"control",2.83,2.71,0.33,93,94,96,90,89,92,76,247,0.270833333333333
34,1,0.454545455,0.666666667,0.15625,0.302325581,0.145833333,NA,0,5.8,1,"control",4.33,3.17,0.17,98,90,99,82,80,90,87,231,0.583333333333333
34,2,1,0.291666667,0.375,0.418604651,0.208333333,0.357142857,0,5.8,1,"control",4.62,3.46,0.15,82,87,87,81,83,78,81,239,0.395833333333333
34,3,0.8,0.583333333,0.53125,0.441860465,0.479166667,0.514285714,0,5.8,1,"control",4.88,3.79,0.08,81,71,72,62,73,90,80,237,0.708333333333333
35,0,0.636363636,0.583333333,0.21875,0.302325581,0.208333333,NA,1,7.6,0,"abacus",2.38,3.79,0.36,80,89,82,88,91,92,89,243,0.458333333333333
35,1,0.636363636,0.5,0.3125,0.395348837,0.354166667,NA,1,7.6,0,"abacus",3.29,2.33,0.26,86,93,93,63,78,60,86,232,0.166666666666667
35,2,0.818181818,0.583333333,0.46875,0.465116279,0.354166667,0.535714286,1,7.6,0,"abacus",2.88,2.71,0.18,67,85,60,75,81,82,84,240,0.3125
35,3,1,0.5,0.625,0.558139535,0.604166667,0.664285714,1,7.6,0,"abacus",2.58,3.38,0.12,71,86,52,70,65,90,92,227,0.645833333333333
37,0,0.363636364,0.583333333,0.21875,0.302325581,0.1875,NA,0,7.5,0,"control",2.08,3.08,0.13,89,97,96,82,89,88,80,237,0.0833333333333333
37,1,0.272727273,0.583333333,0.28125,0.325581395,0.25,NA,0,7.5,0,"control",3.08,3,0.12,90,96,100,68,89,90,87,227,0.166666666666667
37,2,1,0.625,0.34375,0.348837209,0.3125,0.335714286,0,7.5,0,"control",3.54,3.75,0.12,91,87,92,67,77,81,83,236,0.333333333333333
37,3,1,0.583333333,0.40625,0.511627907,0.395833333,NA,0,7.5,0,"control",4.46,3.38,0.19,85,86,78,78,71,88,83,224,0.458333333333333
38,0,0.272727273,0.5,0.09375,0.186046512,0.104166667,NA,1,7.1,0,"abacus",2.96,2.71,0.15,85,91,94,58,85,84,81,245,0.458333333333333
38,1,0,0.25,0.15625,0.279069767,0.270833333,NA,1,7.1,0,"abacus",2.75,3.71,NA,83,91,97,73,79,84,86,220,0.416666666666667
38,2,0.545454545,0.75,0.34375,0.348837209,0.354166667,0.392857143,1,7.1,0,"abacus",3.33,3.96,0.1,63,74,71,60,74,76,87,216,0.583333333333333
38,3,1,0.375,0.53125,0.488372093,0.458333333,0.478571429,1,7.1,0,"abacus",5.5,3.54,0.14,62,73,50,74,62,82,82,207,0.604166666666667
39,0,0.181818182,0.833333333,0.09375,0.302325581,0.166666667,NA,1,7.2,0,"abacus",3.71,5,0.26,97,96,100,94,90,90,85,240,0.354166666666667
39,1,0.272727273,0.833333333,0.1875,0.372093023,0.208333333,NA,1,7.2,0,"abacus",4.21,2.88,0.17,98,97,100,87,83,88,88,235,0.4375
39,2,0.909090909,0.666666667,0.5,0.441860465,0.479166667,0.342857143,1,7.2,0,"abacus",5.21,3.21,0.12,97,92,99,80,76,77,77,235,0.5625
39,3,0.9,0.708333333,0.65625,0.558139535,0.604166667,0.542857143,1,7.2,0,"abacus",5.46,4.46,0.07,93,92,91,82,69,86,78,239,0.625
4,0,0.363636364,0.666666667,0.09375,0.209302326,0.145833333,NA,0,7.5,0,"control",3.25,2.96,0.33,76,83,67,90,90,90,80,243,0.40625
4,1,0.272727273,0.916666667,0.21875,0.279069767,0.125,NA,0,7.5,0,"control",3.04,2.96,0.13,51,69,67,62,93,92,88,228,0.385416666666667
4,2,0,0.666666667,0.1875,0.302325581,0.1875,0.142857143,0,7.5,0,"control",3,4.29,0.15,25,38,42,44,75,85,71,219,0.583333333333333
4,3,0.6,0.458333333,0.375,0.441860465,0.291666667,0.207142857,0,7.5,0,"control",4.25,4.33,0.21,38,63,33,80,64,90,83,224,0.5625
40,0,0.363636364,0.083333333,0.09375,NA,0.104166667,NA,0,6.3,0,"control",1.88,2.58,0.71,85,88,95,62,83,84,75,249,0.395833333333333
40,1,0.090909091,0.75,0.34375,0.325581395,0.229166667,NA,0,6.3,0,"control",2.71,3.46,0.29,90,91,98,58,82,88,85,235,0.479166666666667
40,2,0.181818182,0.625,0.375,0.395348837,0.375,0.292857143,0,6.3,0,"control",3.12,3.54,0.07,81,71,87,74,69,85,81,238,0.583333333333333
