"subnum","year","placeval","ravens","wiat","woodcock","arith","mental.rot.letters.prop","mental.rot.letters.sum","commute.prop","commute.sum","mental.rot.shapes.prop","mental.rot.shapes.sum","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance"
36,0,0.363636364,0.666666667,0.09375,0.162790698,0.041666667,0.520833333,24,0.5,2,0.333333333,9,NA,1,6.4,0,"abacus",1.79,1.71,0.25,58,81,78,72,90,86,80,246
36,1,0.272727273,0.916666667,0.21875,0.325581395,0.166666667,0.6875,25,0.5,0,0.458333333,-1,NA,1,6.4,0,"abacus",2.38,3.29,0.14,69,72,72,53,78,84,86,237
36,2,0.636363636,0.666666667,0.3125,0.395348837,0.354166667,0.770833333,27,0.5,0,0.520833333,3,0.3,1,6.4,0,"abacus",3.21,3.79,0.1,50,61,44,66,81,72,84,235
36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.4,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0,0.363636364,0.583333333,0.21875,0.302325581,0.1875,0.520833333,13,0.5,0,0.4375,-5,NA,0,7.5,0,"control",2.08,3.08,0.13,89,97,96,82,89,88,80,237
37,1,0.272727273,0.583333333,0.28125,0.325581395,0.25,0.625,12,0.583333333,5,0.541666667,4,NA,0,7.5,0,"control",3.08,3,0.12,90,96,100,68,89,90,87,227
37,2,1,0.625,0.34375,0.348837209,0.3125,0.729166667,22,0.5,0,0.604166667,10,0.335714286,0,7.5,0,"control",3.54,3.75,0.12,91,87,92,67,77,81,83,236
37,3,1,0.583333333,0.40625,0.511627907,0.395833333,0.645833333,20,1,12,0.75,24,NA,0,7.5,0,"control",4.46,3.38,0.19,85,86,78,78,71,88,83,224
38,0,0.272727273,0.5,0.09375,0.186046512,0.104166667,0.770833333,28,0.25,-3,0.666666667,16,NA,1,7.1,0,"abacus",2.96,2.71,0.15,85,91,94,58,85,84,81,245
38,1,0,0.25,0.15625,0.279069767,0.270833333,0.75,26,0.583333333,2,0.645833333,14,NA,1,7.1,0,"abacus",2.75,3.71,NA,83,91,97,73,79,84,86,220
38,2,0.545454545,0.75,0.34375,0.348837209,0.354166667,0.875,36,0.583333333,2,0.6875,20,0.392857143,1,7.1,0,"abacus",3.33,3.96,0.1,63,74,71,60,74,76,87,216
38,3,1,0.375,0.53125,0.488372093,0.458333333,0.9375,43,0.5,0,0.5625,15,0.478571429,1,7.1,0,"abacus",5.5,3.54,0.14,62,73,50,74,62,82,82,207
39,0,0.181818182,0.833333333,0.09375,0.302325581,0.166666667,0.708333333,32,0.5,4,0.520833333,2,NA,1,7.2,0,"abacus",3.71,5,0.26,97,96,100,94,90,90,85,240
39,1,0.272727273,0.833333333,0.1875,0.372093023,0.208333333,0.833333333,34,0.583333333,2,0.583333333,8,NA,1,7.2,0,"abacus",4.21,2.88,0.17,98,97,100,87,83,88,88,235
39,2,0.909090909,0.666666667,0.5,0.441860465,0.479166667,0.958333333,44,0.5,0,0.604166667,10,0.342857143,1,7.2,0,"abacus",5.21,3.21,0.12,97,92,99,80,76,77,77,235
39,3,0.9,0.708333333,0.65625,0.558139535,0.604166667,0.979166667,46,0.5,0,0.645833333,14,0.542857143,1,7.2,0,"abacus",5.46,4.46,0.07,93,92,91,82,69,86,78,239
4,0,0.363636364,0.666666667,0.09375,0.209302326,0.145833333,0.8125,30,0.5,0,0.583333333,9,NA,0,7.5,0,"control",3.25,2.96,0.33,76,83,67,90,90,90,80,243
4,1,0.272727273,0.916666667,0.21875,0.279069767,0.125,0.791666667,29,0.583333333,2,0.583333333,8,NA,0,7.5,0,"control",3.04,2.96,0.13,51,69,67,62,93,92,88,228
4,2,0,0.666666667,0.1875,0.302325581,0.1875,0.895833333,38,0.666666667,4,0.6875,18,0.142857143,0,7.5,0,"control",3,4.29,0.15,25,38,42,44,75,85,71,219
4,3,0.6,0.458333333,0.375,0.441860465,0.291666667,0.875,36,0.583333333,2,0.375,18,0.207142857,0,7.5,0,"control",4.25,4.33,0.21,38,63,33,80,64,90,83,224
40,0,0.363636364,0.083333333,0.09375,NA,0.104166667,0.520833333,24,0.5,0,0.541666667,14,NA,0,6.3,0,"control",1.88,2.58,0.71,85,88,95,62,83,84,75,249
40,1,0.090909091,0.75,0.34375,0.325581395,0.229166667,0.854166667,34,0.583333333,2,0.625,12,NA,0,6.3,0,"control",2.71,3.46,0.29,90,91,98,58,82,88,85,235
40,2,0.181818182,0.625,0.375,0.395348837,0.375,0.895833333,38,0.5,3,0.6875,18,0.292857143,0,6.3,0,"control",3.12,3.54,0.07,81,71,87,74,69,85,81,238
40,3,0.8,0.666666667,0.4375,0.488372093,0.5625,0.9375,42,0.5,0,0.625,12,0.4,0,6.3,0,"control",3.46,2.54,0.11,91,87,84,78,68,90,84,237
41,0,0.181818182,0,0.125,0.23255814,0.083333333,0.541666667,6,NA,NA,0.625,12,NA,0,6.2,0,"control",2.88,2.12,0.52,59,69,66,77,87,86,76,187
41,1,0,0,0.25,0.325581395,0.0625,0.770833333,28,0.5,0,0.604166667,12,NA,0,6.2,0,"control",3.21,2.38,0.16,73,83,95,64,85,86,88,205
41,2,0.545454545,0.708333333,0.28125,0.372093023,0.25,0.854166667,34,0.333333333,1,0.833333333,32,0.135714286,0,6.2,0,"control",3.17,3.75,0.16,70,68,78,71,69,73,67,211
41,3,1,0.291666667,0.40625,0.441860465,0.4375,0.895833333,38,0.5,0,0.8125,32,0.414285714,0,6.2,0,"control",5.38,4.71,0.21,65,73,50,70,64,82,83,186
42,0,0.636363636,0.916666667,NA,0.162790698,0.0625,0.5,14,0.5,0,0.583333333,16,NA,1,7.3,0,"abacus",2.83,4.54,0.3,72,88,79,64,85,90,80,246
42,1,0,1,0.21875,0.325581395,0.208333333,0.8125,32,0.5,0,0.541666667,4,NA,1,7.3,0,"abacus",4.17,4,0.19,81,78,83,60,75,86,85,229
42,2,0.272727273,0.416666667,0.25,0.418604651,0.229166667,0.8125,30,0.75,6,0.583333333,8,0.1,1,7.3,0,"abacus",4.04,3.29,0.18,69,62,64,64,73,82,92,233
42,3,0.3,0.458333333,0.40625,0.395348837,0.333333333,0.875,36,0.5,0,0.645833333,15,0.15,1,7.3,0,"abacus",3.38,5.29,NA,75,69,56,64,58,86,81,235
43,0,0.636363636,0.5,0.21875,0.186046512,0.104166667,0.770833333,30,0.583333333,2,0.395833333,7,NA,1,5.7,0,"abacus",3.12,3.92,NA,89,98,94,84,90,88,79,244
43,1,0.545454545,0,0.15625,0.302325581,0.270833333,0.708333333,22,0.5,1,0.75,25,NA,1,5.7,0,"abacus",3.46,3.88,0.19,92,97,97,83,80,82,86,236
43,2,0.909090909,0.541666667,0.375,0.441860465,0.583333333,0.875,36,0.916666667,10,0.583333333,8,0.528571429,1,5.7,0,"abacus",3.83,5.79,0.18,77,85,83,73,78,76,80,234
43,3,1,0.458333333,0.625,0.558139535,0.875,0.979166667,46,0.5,0,0.645833333,16,0.921428571,1,5.7,0,"abacus",2.67,5,0.18,91,93,87,78,66,86,82,231
44,0,0.272727273,0.083333333,0,0.302325581,0.1875,0.5,14,0.416666667,-2,0.354166667,7,NA,1,6.1,1,"abacus",1.67,1.62,0.39,93,93,96,80,92,86,75,244
44,1,0.363636364,0.166666667,0.21875,0.279069767,0.208333333,0.458333333,-2,0.5,0,0.604166667,10,NA,1,6.1,1,"abacus",4.12,3.96,0.14,97,93,97,82,74,86,88,223
44,2,0.363636364,0.541666667,0.3125,0.372093023,0.270833333,0.666666667,16,0.416666667,-2,0.479166667,-2,0.114285714,1,6.1,1,"abacus",4.29,2.96,0.21,90,85,96,74,78,78,70,230
44,3,0.9,0.458333333,0.5,0.465116279,0.541666667,0.729166667,22,0.5,0,0.708333333,20,0.421428571,1,6.1,1,"abacus",3.5,3,0.13,93,87,84,76,62,86,78,234
45,0,0.272727273,0.25,0.03125,0.255813953,0.041666667,0.270833333,9,0.5,4,0.375,4,NA,0,6.2,0,"control",1.58,1.79,0.24,60,80,70,70,91,84,76,236
45,1,0,0.666666667,0.21875,0.255813953,0.104166667,0.854166667,34,0.583333333,3,0.604166667,10,NA,0,6.2,0,"control",4.5,3.5,0.1,55,67,67,44,87,88,85,190
45,2,0.363636364,0.416666667,0.3125,0.325581395,0.208333333,0.729166667,22,0.5,0,0.583333333,8,0.2,0,6.2,0,"control",4.21,3.42,0.22,38,45,45,54,60,68,64,205
45,3,0.3,0.375,0.53125,0.465116279,0.208333333,0.708333333,20,0.583333333,2,0.5625,7,0.228571429,0,6.2,0,"control",4.46,4.04,0.08,50,47,27,64,67,84,84,210
46,0,0.363636364,0.416666667,NA,0.279069767,0.083333333,0.729166667,35,0.5,2,0.291666667,3,NA,0,6.2,0,"control",3.42,3.67,0.48,43,87,45,70,90,88,81,242
46,1,0.090909091,0.416666667,0.1875,0.279069767,0.104166667,0.895833333,39,0.583333333,3,0.583333333,8,NA,0,6.2,0,"control",2.75,2.92,0.34,35,59,52,54,84,84,88,231
46,2,0.363636364,0.25,0.21875,0.255813953,0.125,0.958333333,44,0.333333333,-4,0.625,12,0.085714286,0,6.2,0,"control",2.75,3.5,0.15,16,35,15,58,67,72,76,215
46,3,0.2,0.5,0.25,0.23255814,0.0625,0.770833333,26,0.5,0,0.625,12,0.092857143,0,6.2,0,"control",3.42,4.25,0.16,NA,NA,NA,NA,NA,NA,NA,NA
47,0,0.363636364,0.416666667,0.15625,0.162790698,0.041666667,0.645833333,27,0.666666667,4,0.479166667,19,NA,0,5.8,1,"control",2.75,3.54,0.37,60,86,75,62,87,84,74,239
47,1,0.363636364,0.583333333,0.28125,0.325581395,0.166666667,0.875,40,0.5,0,0.583333333,8,NA,0,5.8,1,"control",4.25,3.54,0.14,92,94,97,55,83,86,88,229
47,2,0.818181818,0.666666667,0.4375,0.488372093,0.270833333,0.75,24,0.5,0,0.6875,18,0.392857143,0,5.8,1,"control",3.92,3.33,0.11,95,92,94,77,79,79,83,231
47,3,0.8,0.291666667,0.6875,0.581395349,0.625,0.958333333,44,0.5,0,0.666666667,16,0.521428571,0,5.8,1,"control",5.25,3.42,0.11,93,91,89,74,79,92,80,220
48,0,0.363636364,0.583333333,0.15625,0.255813953,0.145833333,0.5625,6,0.666666667,4,0.479166667,0,NA,1,7.1,0,"abacus",4.12,3.33,0.64,91,92,98,72,90,92,75,242
48,1,0.636363636,0.5,0.28125,0.302325581,0.1875,0.625,15,0.416666667,4,0.729166667,23,NA,1,7.1,0,"abacus",5.54,3.96,0.18,93,94,97,60,79,85,89,230
48,2,1,0.833333333,0.59375,0.511627907,0.333333333,0.916666667,40,0.75,6,0.645833333,14,0.321428571,1,7.1,0,"abacus",5.08,3.42,0.17,96,83,92,66,73,75,78,234
48,3,1,0.625,0.625,0.581395349,0.458333333,0.958333333,45,0.5,0,0.791666667,28,0.457142857,1,7.1,0,"abacus",4.83,3.38,0.14,91,88,92,64,71,90,85,224
49,0,0.363636364,0.583333333,NA,0.255813953,0.145833333,0.520833333,25,0.666666667,4,0.395833333,7,NA,1,6.4,0,"abacus",3.21,2.83,0.23,43,72,53,76,87,88,80,241
49,1,0.272727273,0.333333333,0.1875,0.325581395,0.145833333,0.6875,32,0.083333333,-3,0.25,-2,NA,1,6.4,0,"abacus",2.5,2.83,0.1,64,68,60,68,81,82,85,236
49,2,0.454545455,0.416666667,0.3125,0.395348837,0.208333333,0.895833333,39,0.666666667,4,0.541666667,15,0.107142857,1,6.4,0,"abacus",3.79,3.67,0.12,53,45,51,69,73,77,76,230
49,3,0.5,0.458333333,0.375,0.441860465,0.3125,0.958333333,45,0.416666667,-2,0.8125,32,0.414285714,1,6.4,0,"abacus",3,3.62,0.09,63,59,40,72,69,88,82,231
5,0,0,0.666666667,0.0625,0.209302326,0.145833333,0.583333333,9,NA,NA,0.354166667,2,NA,0,7.3,0,"control",3.5,2.38,NA,61,82,77,64,86,84,85,227
5,1,0.454545455,0.333333333,0.15625,0.255813953,0.083333333,0.833333333,39,0.5,0,0.604166667,13,NA,0,7.3,0,"control",3.79,2.42,0.15,58,74,69,61,80,88,87,217
5,2,0.454545455,0.125,0.28125,0.348837209,0.145833333,0.791666667,30,0.583333333,2,0.520833333,6,0.207142857,0,7.3,0,"control",3.79,2.96,0.11,48,57,47,67,70,71,82,220
5,3,0.9,0.5,0.375,0.441860465,0.354166667,0.916666667,40,0.583333333,2,0.166666667,8,0.385714286,0,7.3,0,"control",4.38,4.08,0.14,53,69,35,68,59,82,83,204
50,0,0.272727273,0.5,0.09375,0.279069767,0.145833333,0.583333333,26,0.583333333,2,0.520833333,14,NA,1,6.1,0,"abacus",2.67,2.29,0.32,91,96,97,84,89,92,75,250
50,1,0.363636364,0.75,0.34375,0.348837209,0.25,0.895833333,38,0.583333333,2,0.458333333,-4,NA,1,6.1,0,"abacus",3.71,3.21,0.24,92,96,99,81,81,86,85,235
50,2,0.636363636,0.708333333,0.375,0.441860465,0.458333333,0.916666667,41,0.5,0,0.625,13,0.414285714,1,6.1,0,"abacus",3.71,4.08,0.08,90,88,94,82,74,82,93,241
50,3,0.7,0.625,0.59375,0.511627907,0.541666667,0.895833333,40,0.5,0,0.666666667,16,0.435714286,1,6.1,0,"abacus",3.08,4.29,0.11,92,82,83,82,64,90,79,238
51,0,0.181818182,0.166666667,NA,0.209302326,0.1875,0.333333333,10,0.333333333,-1,0.520833333,15,NA,1,5.6,0,"abacus",2.29,2.46,0.41,73,83,86,90,88,88,80,243
51,1,0,0.166666667,0.09375,0.302325581,0.208333333,0.625,12,0.5,0,0.645833333,14,NA,1,5.6,0,"abacus",2.67,2.67,0.27,91,82,98,72,75,86,84,238
51,2,0.090909091,0.791666667,0.21875,0.302325581,0.3125,0.854166667,35,0.5,0,0.645833333,14,0.242857143,1,5.6,0,"abacus",4.08,3.88,0.16,81,78,79,78,76,75,83,237
51,3,1,0.458333333,0.40625,0.488372093,0.520833333,0.75,24,0.5,0,0.583333333,11,0.45,1,5.6,0,"abacus",3.92,3.62,0.17,83,78,85,68,58,82,85,236
52,0,0.272727273,0.666666667,0.1875,0.255813953,0.145833333,0.5625,27,0.75,6,0.395833333,18,NA,1,5.9,1,"abacus",2.92,1.42,0.42,35,85,47,38,90,90,80,246
52,1,0.454545455,0.916666667,0.25,0.325581395,0.145833333,0.9375,43,0.5,0,0.541666667,8,NA,1,5.9,1,"abacus",4.71,3.92,0.28,49,74,50,49,82,82,87,230
52,2,1,0.75,0.46875,0.488372093,0.291666667,0.9375,43,0.5,0,0.666666667,16,0.3,1,5.9,1,"abacus",5.71,4.58,0.13,46,55,34,60,70,72,79,229
52,3,1,0.625,0.65625,0.581395349,0.541666667,0.9375,42,0.583333333,2,0.583333333,8,0.435714286,1,5.9,1,"abacus",4.83,3.96,0.15,52,82,47,64,72,86,80,220
53,0,0.181818182,0.333333333,0.125,0.23255814,0.125,0.375,7,0.416666667,-2,0.458333333,7,NA,1,6.2,0,"abacus",2.21,1.83,0.55,87,90,95,76,89,88,76,241
53,1,0.363636364,0.583333333,0.21875,0.302325581,0.125,0.5625,23,0.333333333,-4,0.395833333,9,NA,1,6.2,0,"abacus",2.58,3.75,0.2,91,86,93,78,75,86,87,237
53,2,0,0.375,0.375,0.348837209,0.270833333,0.833333333,34,0.5,0,0.479166667,NA,0.092857143,1,6.2,0,"abacus",3.79,4.08,0.22,70,70,86,71,81,78,82,240
53,3,1,0.333333333,0.375,0.418604651,0.375,0.958333333,44,0.5,0,0.604166667,11,0.342857143,1,6.2,0,"abacus",4.75,4.21,0.24,71,69,61,72,68,86,83,233
54,0,0.545454545,0.583333333,0.15625,0.325581395,0.270833333,0.625,25,0.5,0,0.479166667,16,NA,0,6.4,0,"control",3.12,4.25,0.32,97,95,99,90,91,88,93,248
54,1,0.727272727,0.833333333,0.3125,0.395348837,0.1875,0.875,36,0.583333333,2,0.645833333,14,NA,0,6.4,0,"control",4.33,4.25,0.2,95,91,97,86,81,88,92,232
54,2,0.727272727,0.958333333,0.46875,0.418604651,0.375,0.979166667,46,0.75,6,0.854166667,34,0.378571429,0,6.4,0,"control",3.54,3.58,0.12,93,72,96,79,77,82,86,242
54,3,1,0.791666667,0.65625,0.534883721,0.604166667,1,48,0.5,0,0.895833333,38,0.521428571,0,6.4,0,"control",5.75,4.75,0.24,91,90,83,84,57,82,86,231
55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0,0.181818182,0.25,0.125,0.139534884,0.1875,0.458333333,4,NA,NA,0.5625,8,NA,1,7.2,0,"abacus",1.29,2.21,0.23,66,78,74,52,89,90,85,229
56,1,0,0.25,0.15625,0.279069767,0.125,0.5,3,0.666666667,4,0.541666667,10,NA,1,7.2,0,"abacus",2.54,1.79,0.11,75,71,73,60,93,86,86,237
56,2,1,0.5,0.15625,0.302325581,0.125,0.8125,30,0.583333333,2,0.5625,8,0.192857143,1,7.2,0,"abacus",3.29,2.38,0.11,36,64,33,71,82,71,90,237
56,3,0.5,0.458333333,0.3125,0.372093023,0.208333333,0.833333333,34,0.5,0,0.5625,10,0.228571429,1,7.2,0,"abacus",2.71,3.38,0.12,43,47,33,62,62,86,79,226
57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0,0.454545455,0.75,0.1875,0.279069767,0.25,0.354166667,6,NA,NA,0.520833333,10,NA,0,6.3,1,"control",1.96,1.38,0.36,85,98,90,82,91,84,81,248
58,1,0.909090909,0.833333333,0.34375,0.372093023,0.145833333,0.666666667,17,0.5,1,0.75,24,NA,0,6.3,1,"control",4.08,3.12,0.18,94,96,96,82,84,90,88,228
58,2,1,0.541666667,0.5,0.418604651,0.125,0.833333333,32,0.833333333,8,0.604166667,10,0.3,0,6.3,1,"control",4,4.17,0.09,87,88,88,77,83,80,77,236
58,3,1,0.708333333,0.65625,0.534883721,0.625,0.979166667,46,0.5,0,0.625,12,0.414285714,0,6.3,1,"control",4.58,4.75,0.21,88,82,72,80,88,84,79,237
59,0,1,0.583333333,0.0625,0.11627907,0.020833333,0.25,0,0.083333333,0,0.5625,13,NA,0,7.9,0,"control",2.75,1.58,0.71,54,50,62,80,90,82,75,234
59,1,0.090909091,0.5,0.09375,0.209302326,0.041666667,0.354166667,10,0.25,1,0.354166667,9,NA,0,7.9,0,"control",3.83,2.88,1,61,52,67,60,85,80,87,230
59,2,0,0.291666667,0.3125,0.302325581,NA,0.645833333,16,0.5,1,0.395833333,-6,0.064285714,0,7.9,0,"control",2.71,1.54,1,41,25,41,55,66,54,68,227
59,3,0,0.041666667,0.09375,0.255813953,0.145833333,0.5625,15,0.25,2,0.583333333,8,0.042857143,0,7.9,0,"control",4,1.75,0.59,50,33,37,68,50,76,83,232
6,0,NA,0.083333333,NA,0.162790698,NA,0.270833333,4,0.583333333,3,0.458333333,12,NA,0,6.9,0,"control",1.71,1.46,1,34,62,66,46,87,84,74,219
6,1,0,0.5,0.0625,0.162790698,0.0625,0.541666667,17,0.166666667,2,0.5625,15,NA,0,6.9,0,"control",2.33,2.04,0.14,43,37,50,51,79,86,89,221
6,2,0,0.166666667,0.09375,0.139534884,0,0.75,24,0.333333333,-4,0.645833333,17,0.121428571,0,6.9,0,"control",2.75,2.54,0.14,33,33,26,69,76,77,87,230
6,3,0.1,0.208333333,0.125,0.162790698,0.104166667,0.8125,32,0.333333333,-4,0.125,6,0,0,6.9,0,"control",3.5,3.04,0.09,33,31,46,64,65,84,81,207
60,0,0.181818182,0.75,NA,0.255813953,0.125,0.375,7,0.416666667,-1,0.416666667,13,NA,1,6.6,0,"abacus",2.67,2.12,0.41,69,95,81,88,90,82,75,241
60,1,0.272727273,0.666666667,0.1875,0.279069767,0.104166667,0.5625,6,0.5,0,0.541666667,4,NA,1,6.6,0,"abacus",4.17,6.12,0.14,81,84,91,68,76,88,87,218
60,2,0.363636364,0.458333333,0.375,0.372093023,0.291666667,0.875,36,0.583333333,2,0.75,25,0.435714286,1,6.6,0,"abacus",4.12,4.29,0.14,57,64,63,70,74,75,78,224
60,3,0.4,0.666666667,0.4375,0.418604651,0.479166667,0.708333333,20,0.5,0,0.770833333,26,0.471428571,1,6.6,0,"abacus",4.33,5.58,0.09,75,71,64,66,61,82,85,236
61,0,0.454545455,0.083333333,0.09375,0.162790698,0.208333333,0.291666667,3,0.666666667,5,0.354166667,16,NA,1,7.4,0,"abacus",2.38,2.42,0.43,40,79,61,74,88,86,75,246
61,1,0.181818182,0.166666667,0.15625,0.302325581,0.125,0.625,23,0.5,0,0.666666667,17,NA,1,7.4,0,"abacus",3.08,2.29,0.2,66,79,75,69,83,60,86,238
61,2,0.363636364,0.541666667,0.4375,0.395348837,0.25,0.4375,-2,0.5,0,0.729166667,23,0.335714286,1,7.4,0,"abacus",3.12,3.62,0.15,33,55,30,72,78,70,85,232
61,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7.4,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0,0.272727273,0.583333333,0.0625,0.209302326,0.0625,0.520833333,23,0.5,2,0.166666667,-3,NA,1,5.8,0,"abacus",2.75,2.38,0.27,51,64,64,66,86,82,76,241
62,1,0.090909091,0.416666667,0.1875,0.302325581,0.104166667,0.666666667,23,0.666666667,6,0.583333333,9,NA,1,5.8,0,"abacus",2.75,3.25,0.24,60,70,70,68,78,85,87,227
62,2,0.363636364,0.541666667,0.3125,0.395348837,0.229166667,0.75,25,0.583333333,2,0.625,13,0.35,1,5.8,0,"abacus",3.5,4.21,0.14,52,63,51,70,77,78,83,236
62,3,0.6,0.625,0.3125,0.441860465,0.3125,0.854166667,34,0.5,0,0.583333333,10,0.328571429,1,5.8,0,"abacus",3.83,3.79,0.12,58,62,39,76,68,90,89,225
63,0,0.363636364,0.5,0.15625,0.186046512,0.104166667,0.645833333,15,0.416666667,-2,0.479166667,-2,NA,1,6.3,1,"abacus",3.92,3.04,0.32,98,100,100,86,91,92,86,247
63,1,0.909090909,0.666666667,0.34375,0.372093023,0.25,0.645833333,17,0.5,0,0.625,12,NA,1,6.3,1,"abacus",4,3.5,0.21,98,96,99,90,85,96,86,229
63,2,1,0.458333333,0.375,0.395348837,0.416666667,0.770833333,27,0.5,0,0.541666667,5,0.292857143,1,6.3,1,"abacus",3.88,3.96,0.12,91,92,97,85,79,82,79,237
63,3,1,0.666666667,0.5625,0.511627907,0.541666667,0.791666667,28,0.416666667,-2,0.666666667,16,0.528571429,1,6.3,1,"abacus",3.75,4.21,0.11,92,92,98,78,89,94,86,225
64,0,0.272727273,0.666666667,NA,0.255813953,0.291666667,0.4375,7,0.583333333,2,0.604166667,10,NA,0,6.5,1,"control",3.33,2.29,1,67,92,84,70,91,86,81,242
64,1,0.090909091,0.583333333,0.15625,0.279069767,0.166666667,0.645833333,14,0.416666667,-2,0.625,12,NA,0,6.5,1,"control",3.58,3.67,0.1,94,93,97,76,81,90,85,231
64,2,0.272727273,0.375,0.375,0.441860465,0.3125,0.791666667,28,0.5,0,0.729166667,22,0.285714286,0,6.5,1,"control",3.67,3.29,0.17,68,68,66,75,75,79,83,236
64,3,1,0.25,0.46875,0.418604651,0.395833333,0.625,14,0.5,0,0.708333333,22,0.421428571,0,6.5,1,"control",2.71,4,0.09,76,74,62,86,75,92,78,231
65,0,0.454545455,0.75,0.1875,0.23255814,0.145833333,0.666666667,28,0.75,6,0.625,12,NA,1,6.8,1,"abacus",4.5,4.29,0.14,90,91,96,82,89,92,76,228
65,1,0.090909091,0.416666667,0.125,0.302325581,0.229166667,0.833333333,32,0.75,6,0.6875,18,NA,1,6.8,1,"abacus",5.17,3.54,0.21,96,89,97,80,79,90,87,206
65,2,0.363636364,0.416666667,0.3125,0.395348837,0.354166667,0.916666667,40,0.5,0,0.75,24,0.3,1,6.8,1,"abacus",4.29,4.04,0.08,80,64,79,73,73,82,83,204
65,3,0.4,0.375,0.40625,0.465116279,0.416666667,0.9375,42,0.25,-6,0.791666667,32,0.485714286,1,6.8,1,"abacus",4.25,4.58,0.09,72,66,70,68,79,92,83,202
66,0,0.363636364,0.666666667,0.21875,0.162790698,0.229166667,0.604166667,22,NA,NA,0.4375,15,NA,1,6.2,0,"abacus",3.92,4.29,0.46,32,74,37,46,85,84,80,233
66,1,0,0.583333333,0.25,0.348837209,0.25,0.770833333,26,0.583333333,2,0.5625,20,NA,1,6.2,0,"abacus",5.21,4.33,0.14,68,78,67,59,79,90,85,230
66,2,0.727272727,0.375,0.46875,0.465116279,0.520833333,0.645833333,14,0.5,0,0.8125,30,0.342857143,1,6.2,0,"abacus",4.08,6.54,0.11,51,66,50,75,68,74,86,213
66,3,0.9,0.625,0.5,0.441860465,0.520833333,0.979166667,46,0.5,0,0.416666667,14,0.542857143,1,6.2,0,"abacus",5.25,5.33,0.07,63,76,33,74,76,82,85,211
67,0,0.181818182,0.166666667,0.03125,0.209302326,0.083333333,0.1875,2,NA,NA,0.625,13,NA,0,6.3,0,"control",2.25,1.42,NA,47,67,54,76,88,86,79,246
67,1,0,0.083333333,0.125,0.279069767,0,0.541666667,7,0.5,0,0.583333333,8,NA,0,6.3,0,"control",3.17,1.62,0.16,43,49,35,61,80,90,84,229
67,2,0,0.458333333,0.25,0.302325581,0.083333333,0.770833333,26,0.416666667,-2,0.541666667,4,0.035714286,0,6.3,0,"control",2.54,1.75,0.16,14,17,19,58,72,78,84,229
67,3,0.1,0.458333333,0.15625,0.325581395,0.083333333,0.6875,19,0.5,0,0.395833333,-9,0.135714286,0,6.3,0,"control",3.92,2.42,0.25,NA,NA,NA,NA,NA,NA,NA,NA
68,0,0,0.5,0.15625,0.209302326,0.125,0.916666667,40,0.416666667,-2,0.604166667,24,NA,0,6.3,1,"control",2.83,2.54,0.1,79,89,85,88,84,90,74,242
68,1,0,0.833333333,0.25,0.395348837,0.208333333,0.854166667,34,0.583333333,2,0.625,12,NA,0,6.3,1,"control",3.12,4.46,0.21,83,87,95,81,85,90,88,222
68,2,0.181818182,0.833333333,0.25,0.395348837,0.291666667,0.854166667,34,0.5,0,0.645833333,14,0.164285714,0,6.3,1,"control",4.38,4.46,0.11,67,81,66,78,80,73,86,223
68,3,0.9,0.916666667,0.4375,0.534883721,0.291666667,1,48,0.5,0,0.729166667,22,0.464285714,0,6.3,1,"control",4.5,4.12,0.1,73,72,60,78,83,92,79,231
69,0,0.363636364,0.166666667,0.09375,NA,0.125,0.395833333,9,0.416666667,0,0.604166667,18,NA,0,7.2,0,"control",1.25,1.46,1,83,93,86,78,91,84,74,245
