"subnum","year","placeval","ravens","wiat","woodcock","arith","mental.rot.letters.prop","mental.rot.letters.sum","commute.prop","commute.sum","mental.rot.shapes.prop","mental.rot.shapes.sum","wholegroupsums","abacus","age","female","condition","verbalwm","spatialwm","ans","english","math","science","computer","music","art","phys.ed","attendance"
164,2,1,0.833333333,0.3125,0.372093023,0.3125,0.979166667,46,0.5,0,0.666666667,16,0.435714286,0,7.1,1,"control",4.29,4.54,0.09,70,83,75,81,89,88,89,230
164,3,1,0.833333333,0.46875,0.465116279,0.5625,1,48,0.5,0,0.916666667,40,0.5,0,7.1,1,"control",3.38,4.5,0.12,85,83,77,80,74,92,79,232
165,0,0.454545455,0.916666667,0.125,0.279069767,0.1875,0.625,30,0.5,0,0.333333333,6,NA,0,6.2,0,"control",2.96,4.58,0.2,73,91,72,88,91,90,81,242
165,1,1,0.916666667,0.3125,0.372093023,0.145833333,0.958333333,44,0.666666667,4,0.75,26,NA,0,6.2,0,"control",3.88,3.71,0.15,93,95,93,77,89,92,86,226
165,2,0.909090909,0.916666667,0.5,0.441860465,0.354166667,0.958333333,45,0.75,6,0.875,40,0.392857143,0,6.2,0,"control",4.12,4,0.12,85,85,86,87,86,87,82,231
165,3,1,0.875,0.59375,0.558139535,0.479166667,0.979166667,47,0.5,0,0.9375,43,0.528571429,0,6.2,0,"control",6.33,4.58,0.1,86,96,86,78,86,86,78,234
166,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,0,0.272727273,0.583333333,0.09375,0.162790698,0.104166667,0.520833333,25,0.5,0,0.4375,11,NA,1,6.4,0,"abacus",1.29,1.25,0.37,82,90,92,84,91,86,86,250
167,1,0.272727273,0.166666667,0.15625,0.302325581,0.125,NA,NA,0.583333333,2,NA,NA,NA,1,6.4,0,"abacus",2.33,3.25,0.19,87,85,89,72,78,80,86,237
167,2,0.727272727,0.666666667,0.21875,0.348837209,0.291666667,0.916666667,40,0.5,1,0.541666667,15,0.471428571,1,6.4,0,"abacus",3.62,3.21,0.12,61,66,61,66,75,79,86,240
167,3,0.9,0.541666667,0.53125,0.511627907,0.5625,0.916666667,43,0.75,6,0.604166667,23,0.55,1,6.4,0,"abacus",4.58,4.62,0.17,86,80,83,78,82,86,87,237
168,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,0,0.454545455,0.5,0.15625,0.23255814,0.1875,0.479166667,9,0.5,0,0.458333333,14,NA,0,8.5,1,"control",3.12,3.58,0.44,81,86,93,78,91,82,76,239
169,1,0.363636364,0.666666667,0.25,0.325581395,0.208333333,0.6875,19,0.583333333,2,0.666666667,17,NA,0,8.5,1,"control",3.29,4.21,0.11,88,85,94,78,81,86,86,221
169,2,0.636363636,0.333333333,0.4375,0.372093023,0.25,0.645833333,14,0.5,0,0.8125,30,0.435714286,0,8.5,1,"control",4.25,1.92,0.12,75,70,68,70,74,76,69,203
169,3,0.9,0.583333333,0.5625,0.581395349,0.4375,0.75,24,0.5,0,0.729166667,22,0.457142857,0,8.5,1,"control",3.25,3.83,0.12,80,75,62,82,77,92,79,230
17,0,0.272727273,0.583333333,NA,0.255813953,0.166666667,0.5,12,0.416666667,2,0.458333333,4,NA,0,6.7,0,"control",1.88,2.88,NA,81,96,88,82,87,88,89,244
17,1,0.090909091,0.666666667,0.15625,0.279069767,0.145833333,0.729166667,34,0.666666667,4,0.729166667,23,NA,0,6.7,0,"control",2.92,3.17,0.18,76,77,82,71,79,86,87,217
17,2,0.818181818,0.666666667,0.46875,0.418604651,0.354166667,0.833333333,34,0.5,0,0.791666667,29,0.35,0,6.7,0,"control",3.25,4.42,0.12,76,83,92,71,78,80,84,227
17,3,1,0.583333333,0.6875,0.581395349,0.479166667,0.895833333,38,0.5,0,0.875,36,0.457142857,0,6.7,0,"control",3.79,4.5,0.13,78,93,81,82,67,82,82,228
170,0,0.363636364,0.5,0.03125,0.162790698,0.166666667,0.666666667,16,0.583333333,2,0.4375,4,NA,0,6.1,1,"control",4.21,1.75,0.59,82,85,86,76,86,92,75,238
170,1,0.454545455,0.25,0.21875,0.209302326,0.0625,0.604166667,10,0.583333333,2,0.666666667,16,NA,0,6.1,1,"control",3.62,4.38,0.77,94,94,98,69,84,92,85,233
170,2,0.181818182,0.666666667,0.46875,0.441860465,0.3125,0.958333333,45,0.5,0,0.583333333,9,0.171428571,0,6.1,1,"control",2.38,4,0.25,91,88,97,72,78,73,73,242
170,3,0.7,0.458333333,0.46875,0.395348837,0.3125,1,48,0.5,0,0.6875,18,0.135714286,0,6.1,1,"control",3.17,3.92,0.45,92,79,88,62,69,82,78,238
171,0,0.454545455,0,0.09375,0.209302326,0.1875,0.375,1,0.5,0,0.5625,18,NA,1,6.8,0,"abacus",1.12,1.21,0.32,86,88,85,70,89,84,86,250
171,1,0.090909091,0.166666667,0.125,0.302325581,0.145833333,0.729166667,22,0.583333333,2,0.645833333,16,NA,1,6.8,0,"abacus",3.33,2.83,0.1,90,93,97,77,81,84,87,237
171,2,0.090909091,0.416666667,0.3125,0.372093023,0.166666667,0.604166667,10,0.5,0,0.729166667,22,0.128571429,1,6.8,0,"abacus",3.79,3.38,0.12,39,51,43,71,81,80,88,236
171,3,0.5,0.458333333,0.3125,0.372093023,0.291666667,0.729166667,22,0.5,0,0.875,36,0.342857143,1,6.8,0,"abacus",5.08,5.17,0.09,39,59,36,66,74,82,88,230
172,0,0.181818182,0.166666667,0.09375,0.255813953,0.145833333,0.479166667,14,0.416666667,-2,0.395833333,0,NA,1,6.5,0,"abacus",1.67,1.67,0.24,79,91,86,70,89,90,75,230
172,1,0.454545455,0.583333333,0.28125,0.325581395,0.25,0.770833333,26,0.583333333,2,0.541666667,7,NA,1,6.5,0,"abacus",4.62,4.88,0.15,86,88,93,77,80,84,87,229
172,2,0.454545455,0.375,0.34375,0.395348837,0.270833333,0.9375,43,0.666666667,4,0.625,12,0.328571429,1,6.5,0,"abacus",4.54,5.83,0.14,61,54,66,71,73,78,87,217
172,3,1,0.5,0.46875,0.465116279,0.291666667,0.979166667,46,0.5,0,0.791666667,28,0.414285714,1,6.5,0,"abacus",4.42,4.71,0.11,82,81,62,62,74,86,85,226
173,0,0.454545455,0.833333333,0.125,0.302325581,0.208333333,0.791666667,29,0.583333333,5,0.479166667,20,NA,1,6.5,0,"abacus",4.25,3.88,0.38,92,89,98,92,85,92,75,235
173,1,0.181818182,0.833333333,0.28125,0.302325581,0.25,0.8125,30,0.583333333,2,0.541666667,5,NA,1,6.5,0,"abacus",4.29,3.08,0.16,95,87,100,81,79,92,84,223
173,2,0.181818182,0.833333333,0.5,0.395348837,0.395833333,1,48,0.5,0,0.8125,30,0.335714286,1,6.5,0,"abacus",4.12,3.75,0.13,89,85,92,66,77,78,82,228
173,3,1,0.708333333,0.5625,0.558139535,0.5625,0.958333333,44,0.5,0,0.833333333,32,0.542857143,1,6.5,0,"abacus",4.5,5,0.11,89,85,89,78,64,84,84,227
174,0,0.272727273,0.416666667,0.15625,0.279069767,0.125,0.583333333,25,0.666666667,5,0.354166667,13,NA,0,7.4,0,"control",3.38,3.75,0.32,86,98,93,86,88,88,76,244
174,1,0.636363636,0.666666667,0.15625,NA,0.229166667,0.875,36,0.833333333,8,0.645833333,14,NA,0,7.4,0,"control",3.88,3.83,0.06,72,79,83,66,80,92,88,215
174,2,0.909090909,0.625,0.375,0.372093023,0.291666667,0.833333333,34,0.416666667,1,0.5625,6,0.292857143,0,7.4,0,"control",3.83,3.58,0.07,55,68,59,67,73,79,83,237
174,3,1,0.666666667,0.34375,0.441860465,0.354166667,1,48,0.5,0,0.666666667,17,0.371428571,0,7.4,0,"control",3.88,5.33,0.08,58,67,42,78,62,82,81,233
175,0,0.272727273,0.583333333,0.09375,0.046511628,0.041666667,0.354166667,8,0.583333333,2,0.479166667,15,NA,0,6.5,0,"control",2.25,2.17,0.26,71,89,85,60,91,82,75,244
175,1,0.181818182,0.25,0.09375,0.209302326,0.145833333,0.645833333,17,0.416666667,-2,0.645833333,17,NA,0,6.5,0,"control",3.58,2.83,0.12,72,73,87,68,83,86,88,231
175,2,0,0.458333333,0.25,0.209302326,0.166666667,0.729166667,23,0.416666667,-2,0.75,25,0.178571429,0,6.5,0,"control",3.12,3.54,0.13,49,68,55,69,70,83,80,232
175,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.5,0,"control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,0,0.363636364,0.666666667,0.0625,0.209302326,0.083333333,0.5,11,0.583333333,2,0.4375,11,NA,0,6.1,1,"control",2.75,1.58,0.28,67,82,80,70,91,84,76,241
176,1,0.181818182,0.5,0.09375,0.255813953,0.0625,0.6875,18,0.583333333,2,0.583333333,8,NA,0,6.1,1,"control",2.42,2.25,0.15,75,82,87,69,79,86,85,222
176,2,0.181818182,0.541666667,0.3125,0.325581395,0.208333333,0.833333333,32,0.25,0,0.5625,12,0.171428571,0,6.1,1,"control",2.58,4.08,0.2,43,53,58,70,68,75,80,229
176,3,0.4,0.541666667,0.375,0.395348837,0.270833333,0.875,37,0.833333333,8,0.645833333,17,0.264285714,0,6.1,1,"control",2.83,4.17,0.14,49,66,41,74,66,88,80,236
177,0,0.363636364,0.583333333,0.09375,0.139534884,0.083333333,0.416666667,20,0.416666667,-2,0.354166667,17,NA,0,6.5,0,"control",2.79,1.12,0.55,63,86,77,82,80,86,80,244
177,1,0.545454545,0.833333333,0.25,0.395348837,0.229166667,0.833333333,34,0.833333333,8,0.4375,-6,NA,0,6.5,0,"control",1.58,4,0.14,59,80,76,65,80,86,87,236
177,2,1,0.708333333,0.3125,0.348837209,0.375,0.708333333,20,0.166666667,0,0.479166667,-2,0.328571429,0,6.5,0,"control",3.38,4.58,0.13,35,49,40,70,74,75,80,238
177,3,0.9,0.75,0.375,0.488372093,0.5,0.9375,42,0.5,0,0.833333333,32,0.492857143,0,6.5,0,"control",3.25,4.58,0.13,45,62,27,42,59,80,78,237
178,0,0.272727273,0.416666667,0.15625,0.209302326,0.125,0.25,12,0,0,0.145833333,-1,NA,1,7.5,1,"abacus",2.96,2.33,0.69,75,89,80,76,88,84,80,233
178,1,0.818181818,0.5,0.375,0.372093023,0.270833333,0.625,22,0.583333333,2,0.5625,8,NA,1,7.5,1,"abacus",3.21,4,0.21,91,92,90,87,80,90,87,233
178,2,1,0.541666667,0.4375,0.465116279,0.479166667,0.75,24,0.75,7,0.5625,6,0.442857143,1,7.5,1,"abacus",3.71,3.46,0.19,68,67,56,71,76,84,84,241
178,3,1,0.583333333,0.5625,0.604651163,0.583333333,0.916666667,40,0.75,6,0.708333333,21,0.585714286,1,7.5,1,"abacus",4.17,4.58,0.26,73,82,53,66,70,88,84,236
179,0,0.363636364,0.75,0.125,0.255813953,0.1875,0.520833333,16,0.5,0,0.375,8,NA,1,6.3,1,"abacus",4.71,4.29,0.23,88,88,89,88,91,88,76,246
179,1,0.363636364,0.583333333,0.34375,0.441860465,0.208333333,0.666666667,17,0.666666667,5,0.583333333,8,NA,1,6.3,1,"abacus",3.88,4.71,0.17,91,88,98,78,84,86,87,234
179,2,1,0.5,0.4375,0.372093023,0.458333333,0.645833333,14,0.5,0,0.770833333,26,0.428571429,1,6.3,1,"abacus",2.96,3.46,0.09,89,79,89,80,77,80,80,240
179,3,1,0.5,0.53125,0.534883721,0.583333333,0.6875,21,0.5,1,0.770833333,26,0.492857143,1,6.3,1,"abacus",4.08,4.33,0.17,82,83,62,64,87,90,81,224
18,0,0.090909091,0.416666667,NA,0.302325581,0.1875,0.0625,-2,0.583333333,2,0.270833333,1,NA,0,6.9,1,"control",3.83,2.54,0.23,91,94,92,96,90,90,76,242
18,1,0.545454545,0.916666667,0.3125,0.418604651,0.291666667,0.645833333,30,0.416666667,-2,0.6875,19,NA,0,6.9,1,"control",2.83,4.54,0.14,92,89,94,92,96,90,87,213
18,2,0.909090909,0.875,0.46875,0.441860465,0.416666667,0.895833333,39,0.5,0,0.854166667,34,0.478571429,0,6.9,1,"control",3.46,3.25,0.08,93,90,95,78,83,90,78,228
18,3,1,0.833333333,0.71875,0.627906977,0.583333333,1,48,0.75,6,1,48,0.6,0,6.9,1,"control",3.54,3.71,0.08,93,94,92,74,91,92,82,235
180,0,0.545454545,0.583333333,0.1875,0.302325581,0.291666667,0.625,24,0.5,2,0.479166667,-2,NA,1,6.2,1,"abacus",4.67,4.04,0.22,83,95,91,86,91,88,75,234
180,1,0.454545455,0.833333333,0.3125,0.372093023,0.270833333,0.958333333,44,0.5,0,0.729166667,23,NA,1,6.2,1,"abacus",4.79,4.25,0.15,96,96,99,85,83,90,86,222
180,2,1,0.916666667,0.46875,0.465116279,0.458333333,0.875,36,0.5,0,0.6875,28,0.535714286,1,6.2,1,"abacus",6.79,5.83,0.09,93,94,93,82,82,89,85,227
180,3,1,0.583333333,0.5625,0.465116279,0.375,0.916666667,40,0.5,0,0.833333333,32,0.457142857,1,6.2,1,"abacus",4.5,3.96,0.08,95,89,84,88,83,90,85,211
181,0,0.181818182,0.916666667,0.1875,0.23255814,0.1875,0.9375,43,0.5,0,0.458333333,16,NA,1,6.9,0,"abacus",3.75,4.83,0.12,92,92,93,92,91,86,75,248
181,1,0.727272727,0.833333333,0.3125,0.325581395,0.1875,0.958333333,45,0.5,6,0.666666667,17,NA,1,6.9,0,"abacus",4.21,7.12,0.32,88,96,100,86,77,82,88,237
181,2,1,0.958333333,0.4375,0.325581395,0.354166667,0.9375,43,0.5,0,0.8125,30,0.407142857,1,6.9,0,"abacus",3.08,2.83,0.18,76,84,71,79,73,78,88,239
181,3,1,0.833333333,0.40625,0.465116279,0.333333333,0.958333333,44,0.416666667,-2,0.666666667,18,0.478571429,1,6.9,0,"abacus",4.21,5.71,0.1,59,83,52,72,57,84,81,236
182,0,0,0.333333333,0.0625,0.279069767,0.083333333,0.5,10,0.25,-1,0.291666667,-4,NA,0,6.3,1,"control",2.38,1.71,0.22,80,88,91,90,91,86,76,244
182,1,0.090909091,0.583333333,0.21875,0.325581395,0.125,0.604166667,11,0.166666667,-3,0.645833333,14,NA,0,6.3,1,"control",2.96,2.54,0.2,75,80,95,72,81,88,86,234
182,2,0.272727273,0.458333333,0.34375,0.348837209,0.291666667,0.791666667,29,0.416666667,1,0.8125,30,0.235714286,0,6.3,1,"control",5.29,4.96,0.09,66,63,73,73,72,77,81,232
182,3,0.6,0.666666667,0.59375,0.441860465,0.333333333,0.75,24,0.5,0,0.645833333,14,0.4,0,6.3,1,"control",4.17,2.92,0.17,71,60,45,64,66,88,83,236
183,0,0.363636364,0.5,0.03125,0.186046512,0.1875,0.458333333,6,0.416666667,-2,0,NA,NA,1,6.4,0,"abacus",2.46,3.29,0.36,95,93,99,78,85,84,80,244
183,1,0.181818182,0.166666667,0.34375,0.348837209,0.25,0.520833333,2,0.25,-6,0.458333333,-4,NA,1,6.4,0,"abacus",3.25,2.04,0.15,96,96,100,73,81,90,89,226
183,2,1,0.416666667,0.375,0.395348837,0.479166667,0.604166667,10,0.5,0,0.75,24,0.371428571,1,6.4,0,"abacus",4.71,3.92,0.12,90,90,92,78,57,76,79,237
183,3,1,0.458333333,0.5625,0.558139535,0.729166667,0.791666667,28,0.75,6,0.791666667,28,0.642857143,1,6.4,0,"abacus",3.83,4.5,0.11,93,96,93,66,70,86,78,232
184,0,0.181818182,0.416666667,0.15625,0.162790698,0.25,0.5,24,0.583333333,5,0.416666667,17,NA,1,7.5,0,"abacus",3.71,1.71,0.92,88,90,93,88,85,84,84,246
184,1,0,0.583333333,0.21875,0.255813953,0.166666667,0.645833333,24,0.25,1,0.770833333,26,NA,1,7.5,0,"abacus",3.88,3.62,0.29,94,95,97,81,75,86,84,236
184,2,0.545454545,0.708333333,0.4375,0.418604651,NA,0.770833333,26,0.5,0,0.6875,19,0.328571429,1,7.5,0,"abacus",3.58,4.42,0.22,91,91,93,77,69,77,82,241
184,3,1,0.75,0.5625,0.558139535,0.5,0.9375,42,0.583333333,2,0.6875,18,0.492857143,1,7.5,0,"abacus",5.29,3.33,0.12,93,91,94,66,64,88,82,236
185,0,0.363636364,0.666666667,0.125,0.23255814,0.125,0.625,12,0.583333333,3,0.583333333,9,NA,1,6.5,1,"abacus",2.21,3.25,0.6,78,91,91,72,87,90,76,243
185,1,0.181818182,0.75,0.3125,0.418604651,0.270833333,0.604166667,10,0.25,2,0.604166667,10,NA,1,6.5,1,"abacus",3.5,3.38,0.16,85,79,92,69,79,92,86,235
185,2,0.181818182,0.541666667,0.46875,0.372093023,NA,1,48,0.25,-3,0.479166667,-2,0.25,1,6.5,1,"abacus",4.42,3.33,0.12,68,77,73,72,67,83,76,232
185,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6.5,1,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,0,0.272727273,0.5,0.0625,0.186046512,0.145833333,0.333333333,3,0.416666667,-2,0.291666667,-16,NA,1,6.2,0,"abacus",2.75,2.5,0.28,40,55,49,64,84,86,75,225
186,1,0.090909091,0.666666667,0.21875,0.325581395,0.25,0.354166667,1,0.666666667,4,0.541666667,9,NA,1,6.2,0,"abacus",4.83,2,NA,68,76,75,65,79,82,88,223
186,2,0.727272727,NA,0.28125,0.325581395,0.166666667,0.75,24,0.666666667,4,0.666666667,17,0.057142857,1,6.2,0,"abacus",4.58,3.29,0.09,39,45,36,66,75,83,82,235
186,3,1,0.291666667,0.34375,0.395348837,0.395833333,0.875,36,0.5,0,0.583333333,13,0.414285714,1,6.2,0,"abacus",4,4.08,0.13,48,54,37,64,71,82,79,232
187,0,0.272727273,0.333333333,0.03125,0.23255814,0.104166667,0.395833333,-2,0.25,-3,0.583333333,9,NA,1,6.1,1,"abacus",1.38,1.17,0.38,44,66,58,80,91,86,79,234
187,1,0,0.166666667,0.21875,0.348837209,0.229166667,0.375,-8,0.5,0,0.604166667,10,NA,1,6.1,1,"abacus",2.25,1.67,0.23,72,76,90,68,79,94,88,214
187,2,0.363636364,0.75,0.34375,0.348837209,0.354166667,0.645833333,16,0.5,0,0.541666667,4,0.285714286,1,6.1,1,"abacus",3.29,3.33,0.11,63,52,74,75,74,82,73,225
187,3,1,0.125,0.5625,0.511627907,0.520833333,0.770833333,26,0.666666667,7,0.708333333,20,0.6,1,6.1,1,"abacus",5,3.54,0.11,73,70,63,72,70,86,84,231
188,0,0.272727273,0.666666667,0.125,0.23255814,0.104166667,0.0625,-18,0.333333333,-4,0.166666667,-4,NA,0,7,1,"control",3.75,2.29,0.23,77,92,86,98,89,90,76,243
188,1,0.363636364,0.833333333,0.21875,0.325581395,0.125,0.708333333,20,0.583333333,2,0.6875,20,NA,0,7,1,"control",3.21,3.38,0.21,75,85,85,79,84,92,87,227
188,2,0.363636364,0.833333333,0.25,0.302325581,0.270833333,0.791666667,28,0.5,0,0.729166667,22,0.257142857,0,7,1,"control",3.92,5.08,0.16,52,62,55,68,80,86,68,229
188,3,0.5,0.333333333,0.375,0.348837209,0.416666667,0.916666667,40,0.5,0,0.666666667,16,0.4,0,7,1,"control",3.96,3.83,0.14,55,62,49,66,70,92,81,211
189,0,0.272727273,0.916666667,0.0625,0.279069767,0.145833333,0.875,36,0.5,0,0.604166667,10,NA,0,7,0,"control",3.12,4.42,0.13,89,93,97,90,91,90,80,250
189,1,0.727272727,0.666666667,0.21875,0.348837209,0.208333333,0.9375,42,0.583333333,2,0.5625,9,NA,0,7,0,"control",3.17,3.67,0.15,90,94,95,79,85,86,88,227
189,2,1,0.666666667,0.28125,0.488372093,0.3125,0.875,36,0.5,0,0.5625,6,0.385714286,0,7,0,"control",4.25,4.71,0.11,82,70,80,79,80,83,83,237
189,3,1,0.833333333,0.65625,0.558139535,0.520833333,0.979166667,46,0.5,0,0.916666667,40,0.471428571,0,7,0,"control",4.5,4.29,0.09,83,86,74,74,55,90,80,214
19,0,0.181818182,0.75,0.125,0.209302326,0.166666667,0.833333333,34,NA,NA,0.666666667,16,NA,0,5.8,0,"control",2.29,2.21,0.92,62,88,87,68,91,84,75,245
19,1,0,0.916666667,0.15625,0.302325581,0.104166667,0.8125,38,0.583333333,3,0.5,14,NA,0,5.8,0,"control",2.54,3.96,0.36,63,74,57,57,81,86,87,232
19,2,0.727272727,0.708333333,0.28125,0.325581395,0.25,0.9375,43,0.416666667,-2,0.479166667,-1,0.25,0,5.8,0,"control",2.67,3.17,0.29,58,80,68,68,72,68,85,238
19,3,1,0.375,0.5,0.488372093,0.375,0.854166667,36,0.5,0,0.4375,-6,0.328571429,0,5.8,0,"control",3.21,5.62,0.13,83,80,67,66,61,76,80,234
190,0,0.272727273,0.666666667,0.15625,0.162790698,0.145833333,0.729166667,32,0.583333333,2,0.604166667,27,NA,1,7,1,"abacus",2.71,4.46,0.21,88,94,93,70,89,88,79,249
190,1,0.818181818,0.833333333,0.21875,0.279069767,0.104166667,0.854166667,37,0.5,0,0.625,12,NA,1,7,1,"abacus",3.21,3.25,0.1,88,90,97,69,82,90,86,229
190,2,0.636363636,1,0.5,0.465116279,0.354166667,0.895833333,38,0.5,0,0.5625,6,0.25,1,7,1,"abacus",4.38,2.54,0.15,80,75,82,76,68,80,84,236
190,3,1,0.791666667,0.46875,0.488372093,0.5625,0.9375,42,0.5,0,0.770833333,26,0.464285714,1,7,1,"abacus",4.83,5.08,0.11,91,79,76,76,75,86,80,232
191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"control",NA,NA,NA,36,50,42,40,88,82,75,247
191,1,0,0.666666667,0.03125,0.093023256,0.020833333,0.75,33,0.5,0,0.4375,18,NA,NA,NA,NA,"control",3.17,2.96,0.31,48,46,64,49,76,86,87,199
191,2,0.272727273,0.5,0.09375,0.302325581,0.0625,0.958333333,44,0.75,6,0.395833333,15,0,NA,NA,NA,"control",2.88,3.67,0.22,25,33,33,63,70,80,84,224
191,3,0,0.583333333,0.1875,0.279069767,0.208333333,0.958333333,45,0.5,3,0.770833333,26,0.014285714,NA,NA,NA,"control",3.92,3.33,0.25,28,33,33,62,62,84,83,236
192,0,0.363636364,0.5,0.09375,0.209302326,0.125,0.604166667,11,0.5,0,0.5,10,NA,0,7,0,"control",3.04,2.67,0.18,62,90,61,86,91,86,80,248
192,1,0.090909091,0.583333333,0.09375,0.255813953,0.145833333,0.770833333,27,0.416666667,-2,0.520833333,2,NA,0,7,0,"control",2.67,3.67,0.11,88,88,97,65,86,86,86,231
192,2,0.545454545,0.666666667,0.375,0.465116279,0.104166667,0.875,36,0.5,0,0.729166667,22,0.378571429,0,7,0,"control",3.42,3.21,0.09,84,73,77,76,76,79,94,234
192,3,0.6,0.875,0.5,0.511627907,0.5625,1,48,0.5,0,0.833333333,32,0.521428571,0,7,0,"control",3.79,3.79,0.1,73,80,66,82,65,88,86,230
193,0,0.181818182,0.75,0.09375,0.279069767,0.104166667,0.625,29,0.333333333,-4,0.375,10,NA,1,8.1,0,"abacus",2.29,1.54,0.17,63,81,78,74,84,86,85,231
193,1,0.454545455,0.916666667,0.1875,0.279069767,0.104166667,0.875,39,0.583333333,2,0.708333333,27,NA,1,8.1,0,"abacus",3.88,3.38,0.1,77,82,77,66,80,86,85,207
193,2,1,0.875,0.25,0.325581395,0.208333333,1,48,0.75,6,0.729166667,25,0.214285714,1,8.1,0,"abacus",3.96,4.58,0.12,73,51,66,73,75,80,86,225
193,3,1,0.791666667,0.375,0.441860465,0.333333333,0.979166667,46,0.583333333,2,0.791666667,29,0.292857143,1,8.1,0,"abacus",4.71,3.96,0.09,84,69,74,64,77,86,82,202
194,0,0.181818182,0.583333333,0.0625,0.186046512,0.0625,0.375,11,0.25,-1,0,NA,NA,1,6,0,"abacus",2.42,1.62,0.46,73,83,85,82,89,86,75,246
194,1,0,0.166666667,0.15625,0.348837209,0.208333333,0.666666667,16,0.25,-6,0.5625,6,NA,1,6,0,"abacus",4.21,3.88,0.18,93,83,98,58,78,86,84,233
194,2,0.181818182,0.208333333,0.3125,0.418604651,0.333333333,0.6875,20,0.583333333,2,0.5625,7,0.357142857,1,6,0,"abacus",4.33,4.08,0.09,85,72,81,71,80,82,80,237
194,3,0.3,0.458333333,0.375,0.511627907,0.4375,0.708333333,20,0.5,0,0.708333333,22,0.514285714,1,6,0,"abacus",5.29,4.33,0.11,84,69,72,62,62,88,81,236
195,0,0.272727273,0.083333333,0.25,0.302325581,0.291666667,0.270833333,-8,0.5,0,0.375,-11,NA,1,6.7,1,"abacus",3.38,3.75,0.13,87,96,94,86,88,92,81,240
195,1,0.818181818,0.083333333,0.34375,0.418604651,0.375,0.6875,18,0.75,6,0.541666667,4,NA,1,6.7,1,"abacus",4.62,3.46,0.1,98,94,99,68,76,88,87,221
195,2,1,0.583333333,0.5625,0.488372093,0.520833333,0.645833333,14,0.5,0,0.458333333,-3,0.557142857,1,6.7,1,"abacus",4.88,3.33,0.15,92,90,90,70,74,82,78,233
195,3,1,0.625,0.65625,0.604651163,0.666666667,0.875,36,0.5,0,0.6875,18,0.685714286,1,6.7,1,"abacus",3.88,4.25,0.07,88,84,81,84,74,86,86,228
196,0,0.363636364,0.333333333,0.03125,0.302325581,0.0625,0.25,5,0.5,3,0.270833333,5,NA,0,6,0,"control",3.71,1.25,0.58,97,97,100,78,88,86,76,248
196,1,1,0.666666667,0.1875,0.348837209,0.25,0.729166667,22,0.583333333,2,0.5,2,NA,0,6,0,"control",4.33,4.12,0.16,97,98,100,83,81,82,87,235
196,2,0.909090909,0.666666667,0.4375,0.418604651,0.375,0.645833333,14,0.5,0,0.666666667,16,0.3,0,6,0,"control",4.92,3.12,0.12,93,93,97,82,73,79,82,240
196,3,1,0.791666667,0.53125,0.534883721,0.5625,0.895833333,38,0.5,0,0.708333333,22,0.507142857,0,6,0,"control",4.58,3.25,0.1,92,90,94,78,64,82,81,219
197,0,0.363636364,0.583333333,0.0625,0.186046512,0.166666667,0.395833333,15,0.583333333,2,0.395833333,10,NA,1,5.9,0,"abacus",2.38,1.21,0.25,67,90,89,70,89,82,80,238
197,1,0,0.5,0.1875,0.279069767,0.1875,0.625,12,0.583333333,2,0.791666667,29,NA,1,5.9,0,"abacus",3.42,3,0.13,45,76,67,65,77,86,86,223
197,2,0.818181818,0.5,0.25,0.395348837,0.291666667,0.854166667,34,0.5,0,0.666666667,16,0.1,1,5.9,0,"abacus",3.67,2.21,0.12,57,65,55,66,73,77,82,229
197,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5.9,0,"abacus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
